Date ,Open ,High ,Low ,Close ,Prev. Close ,Change ,% Change
01-Jan-20,11.6675,11.73,11.085,11.5975,11.6675,-0.07,-0.6
02-Jan-20,11.5975,11.7,10.73,11.49,11.5975,-0.11,-0.93
03-Jan-20,11.49,12.94,10.685,12.695,11.49,1.21,10.49
06-Jan-20,12.695,15.095,12.695,14.7775,12.695,2.08,16.4
07-Jan-20,14.7775,14.9125,14.4625,14.61,14.7775,-0.17,-1.13
08-Jan-20,14.61,16.3875,13.7925,15.64,14.61,1.03,7.05
09-Jan-20,15.64,15.64,12.995,13.9975,15.64,-1.64,-10.5
10-Jan-20,13.9975,14.245,13.1775,14.0775,13.9975,0.08,0.57
13-Jan-20,14.0775,14.495,13.5775,14.275,14.0775,0.2,1.4
14-Jan-20,14.275,14.275,13.0625,13.9125,14.275,-0.36,-2.54
15-Jan-20,13.9125,14.4575,13.585,14.12,13.9125,0.21,1.49
16-Jan-20,14.12,14.365,12.5975,14.1825,14.12,0.06,0.44
17-Jan-20,14.1825,14.53,12.5025,14.1275,14.1825,-0.06,-0.39
20-Jan-20,14.1275,15.495,12.465,15.41,14.1275,1.28,9.08
21-Jan-20,15.41,16.04,15.0725,15.8625,15.41,0.45,2.94
22-Jan-20,15.8625,16.61,15.3575,16.36,15.8625,0.5,3.14
23-Jan-20,16.36,16.7075,15.7775,15.855,16.36,-0.51,-3.09
24-Jan-20,15.855,16.215,14.5925,15.56,15.855,-0.3,-1.86
27-Jan-20,15.56,17.34,14.6825,17.175,15.56,1.62,10.38
28-Jan-20,17.175,17.615,16.9575,17.2975,17.175,0.12,0.71
29-Jan-20,17.2975,17.2975,15.6525,16.4975,17.2975,-0.8,-4.62
30-Jan-20,16.4975,17.14,15.38,16.7975,16.4975,0.3,1.82
31-Jan-20,16.7975,17.59,14.9025,17.3675,16.7975,0.57,3.39
01-Feb-20,17.3675,17.93,16.0325,16.835,17.3675,-0.53,-3.07
03-Feb-20,16.835,17.03,15.4825,15.7825,16.835,-1.05,-6.25
04-Feb-20,15.7825,15.7825,14.31,14.38,15.7825,-1.4,-8.89
05-Feb-20,14.38,14.525,13.8175,14.1725,14.38,-0.21,-1.44
06-Feb-20,14.1725,14.2425,12.645,13.78,14.1725,-0.39,-2.77
07-Feb-20,13.78,13.9925,12.975,13.7475,13.78,-0.03,-0.24
10-Feb-20,13.7475,14.6,12.965,14.21,13.7475,0.46,3.36
11-Feb-20,14.21,14.21,11.375,13.88,14.21,-0.33,-2.32
12-Feb-20,13.88,13.88,13.1475,13.6225,13.88,-0.26,-1.86
13-Feb-20,13.6225,13.6725,11.8,13.37,13.6225,-0.25,-1.85
14-Feb-20,13.37,13.9875,11.9025,13.615,13.37,0.25,1.83
17-Feb-20,13.615,14.6175,13.38,14.415,13.615,0.8,5.88
18-Feb-20,14.415,14.82,11.375,14.51,14.415,0.1,0.66
19-Feb-20,14.51,14.51,13.4825,14.0225,14.51,-0.49,-3.36
20-Feb-20,14.0225,14.0275,10.165,13.7,14.0225,-0.32,-2.3
24-Feb-20,13.7,17.375,12.295,16.9975,13.7,3.3,24.07
25-Feb-20,16.9975,17.3175,15.62,16.8975,16.9975,-0.1,-0.59
26-Feb-20,16.8975,18.865,16.5025,18.26,16.8975,1.36,8.06
27-Feb-20,18.26,19.155,16.8275,17.765,18.26,-0.5,-2.71
28-Feb-20,17.765,23.6975,17.4825,23.235,17.765,5.47,30.79
02-Mar-20,23.235,26.3425,19.92,25.2025,23.235,1.97,8.47
03-Mar-20,25.2025,26.49,21.5425,24.5425,25.2025,-0.66,-2.62
04-Mar-20,24.5425,26.2875,22.425,24.225,24.5425,-0.32,-1.29
05-Mar-20,24.225,24.225,22.125,23.2475,24.225,-0.98,-4.04
06-Mar-20,23.2475,27.55,23.2475,25.6425,23.2475,2.4,10.3
09-Mar-20,25.6425,34.355,21.425,30.8,25.6425,5.16,20.11
11-Mar-20,30.8,33.2375,29.65,31.555,30.8,0.76,2.45
12-Mar-20,31.555,42.3275,29.81,41.1625,31.555,9.61,30.45
13-Mar-20,41.1625,59.4825,41.1625,51.4725,41.1625,10.31,25.05
16-Mar-20,51.4725,59.865,51.4725,58.875,51.4725,7.4,14.38
17-Mar-20,58.875,63.44,57.25,62.925,58.875,4.05,6.88
18-Mar-20,62.925,64.5775,61.1525,63.955,62.925,1.03,1.64
19-Mar-20,63.955,73.3425,63.095,72.1975,63.955,8.24,12.89
20-Mar-20,72.1975,72.965,65.38,67.1,72.1975,-5.1,-7.06
23-Mar-20,67.1,73.3675,66.3175,71.985,67.1,4.89,7.28
24-Mar-20,71.985,86.635,71.985,83.6075,71.985,11.62,16.15
25-Mar-20,83.6075,84.5975,75.9725,77.625,83.6075,-5.98,-7.16
26-Mar-20,77.625,79.405,70.675,71.5325,77.625,-6.09,-7.85
27-Mar-20,71.5325,73.03,65.6325,70.385,71.5325,-1.15,-1.6
30-Mar-20,70.385,73.365,70.28,71.89,70.385,1.51,2.14
31-Mar-20,71.89,71.89,63.6075,64.4075,71.89,-7.48,-10.41
01-Apr-20,64.4075,64.4075,59.78,60.0525,64.4075,-4.36,-6.76
03-Apr-20,60.0525,60.59,54.9,55.3025,60.0525,-4.75,-7.91
07-Apr-20,55.3025,55.3025,49.9425,51.8,55.3025,-3.5,-6.33
08-Apr-20,51.8,53.7325,46.975,52.2425,51.8,0.44,0.85
09-Apr-20,52.2425,52.2425,46.9025,49.745,52.2425,-2.5,-4.78
13-Apr-20,49.745,52.4925,43.635,51.4575,49.745,1.71,3.44
15-Apr-20,51.4575,51.4575,44.6475,49.735,51.4575,-1.72,-3.35
16-Apr-20,49.735,49.735,42.255,46.095,49.735,-3.64,-7.32
17-Apr-20,46.095,46.095,40.305,42.5925,46.095,-3.5,-7.6
20-Apr-20,42.5925,44.0375,40.295,43.455,42.5925,0.86,2.03
21-Apr-20,43.455,45.9625,36.215,45.1975,43.455,1.74,4.01
22-Apr-20,45.1975,45.425,40.465,42.8225,45.1975,-2.38,-5.25
23-Apr-20,42.8225,42.8225,36.9975,39.23,42.8225,-3.59,-8.39
24-Apr-20,39.23,39.9475,34.9825,39.1175,39.23,-0.11,-0.29
27-Apr-20,39.1175,40.1675,35.2125,38.0425,39.1175,-1.08,-2.75
28-Apr-20,38.0425,41.9125,35.0675,35.355,38.0425,-2.69,-7.06
29-Apr-20,35.355,35.355,31.4825,33.8375,35.355,-1.52,-4.29
30-Apr-20,33.8375,34.2525,32.535,33.9875,33.8375,0.15,0.44
04-May-20,33.9875,43.92,33.9875,43.67,33.9875,9.68,28.49
05-May-20,43.67,43.865,38.1475,43.6075,43.67,-0.06,-0.14
06-May-20,43.6075,43.63,40.1975,41.2475,43.6075,-2.36,-5.41
07-May-20,41.2475,41.715,39.6575,39.93,41.2475,-1.32,-3.19
08-May-20,39.93,39.93,36.5475,38.4075,39.93,-1.52,-3.81
11-May-20,38.4075,38.495,36.9475,38.0375,38.4075,-0.37,-0.96
12-May-20,38.0375,38.8125,35.245,38.205,38.0375,0.17,0.44
13-May-20,38.205,39.0475,33.44,38.835,38.205,0.63,1.65
14-May-20,38.835,38.835,35.795,38.1825,38.835,-0.65,-1.68
